18-2023 11:40:04	388.620075378	0.004026276
18-2023 11:46:18	389.377620850	0.003931036
18-2023 11:52:32	390.158694153	0.004403863
18-2023 11:58:47	390.899313354	0.004048271
18-2023 12:05:01	391.678047180	0.003949588
18-2023 12:11:16	392.487791138	0.004487402
18-2023 12:17:30	393.300285950	0.003731750
18-2023 12:23:45	394.033642578	0.003857851
18-2023 12:29:59	394.774322815	0.003943824
18-2023 12:36:14	395.518792114	0.003802723
18-2023 12:42:28	396.387250061	0.004742365
18-2023 12:48:43	397.032210083	0.004285869
18-2023 12:54:57	397.832515869	0.003732869
18-2023 13:01:12	398.570283508	0.002911947
18-2023 13:07:26	399.195011902	0.001936146
18-2023 13:13:41	399.393942566	0.000328549
18-2023 13:19:55	399.442090149	0.000727022
18-2023 13:26:09	399.431528625	0.000206233
18-2023 13:32:24	399.419888611	0.000388825
18-2023 13:38:38	399.436495361	0.000910210
18-2023 13:44:53	399.361437988	0.000196512
18-2023 13:51:07	399.407411804	0.000721035
18-2023 13:57:22	399.407484436	0.001412486
18-2023 14:03:36	399.366089478	0.000148294
18-2023 14:09:50	399.385041199	0.000648047
18-2023 14:16:05	399.396080933	0.001031893
18-2023 14:22:19	399.352187195	0.000571343
18-2023 14:28:34	399.356232300	0.000862966
18-2023 14:34:48	399.351918335	0.000408617
18-2023 14:41:03	399.393399658	0.000365540
18-2023 14:47:17	399.440070496	0.001550158
18-2023 14:53:32	399.339199829	0.000681423
18-2023 14:59:46	399.339790649	0.000611980
18-2023 15:06:01	399.459050903	0.001367635
18-2023 15:12:15	399.355724487	0.000982185
18-2023 15:18:29	399.327699585	0.000612805
18-2023 15:24:44	399.367406311	0.000325998
18-2023 15:30:58	399.424555359	0.000979263
18-2023 15:37:13	399.306756897	0.000561659
18-2023 15:43:27	399.341048279	0.001059303
18-2023 15:49:42	399.444871826	0.000481541
18-2023 15:55:56	399.304441528	0.000868682
18-2023 16:02:11	399.340603333	0.000161275
18-2023 16:08:25	399.401866455	0.000717459
18-2023 16:14:39	399.334515686	0.000682544
18-2023 16:20:54	399.327983398	0.000772837
18-2023 16:27:08	399.366531372	0.000395466
18-2023 16:33:23	399.359930725	0.000704958
18-2023 16:39:37	399.313768005	0.000122062
18-2023 16:45:52	399.367702942	0.000155552
18-2023 16:52:06	399.334912415	0.000296835
18-2023 16:58:21	399.355934143	0.000664605
18-2023 17:04:35	399.388167419	0.000227141
18-2023 17:10:50	399.305588379	0.000259039
18-2023 17:17:04	399.343591614	0.000616834
18-2023 17:23:19	399.372550659	0.000094834
18-2023 17:29:33	399.344339294	0.000984436
18-2023 17:35:48	399.342005920	0.000327652
18-2023 17:42:02	399.428193970	0.000277539
