16-2023 22:45:44	487.653326111	0.004695603
16-2023 22:51:59	487.931059265	0.000104159
16-2023 22:58:13	487.837053833	0.000266188
16-2023 23:04:28	487.744845276	0.000582686
16-2023 23:10:42	487.620496521	0.000516828
16-2023 23:16:57	487.485845032	0.000987994
16-2023 23:23:11	487.339835815	0.000784309
16-2023 23:29:26	487.182900085	0.001062319
16-2023 23:35:40	487.010361328	0.000703543
16-2023 23:41:55	486.828325806	0.001009932
16-2023 23:48:09	486.647434387	0.000970114
16-2023 23:54:24	486.464288330	0.000967114
17-2023 00:00:38	486.275357056	0.001069250
17-2023 00:06:53	486.085235291	0.000966000
17-2023 00:13:07	485.889569397	0.001035952
17-2023 00:19:21	485.673966980	0.000937142
17-2023 00:25:36	485.464989014	0.001077520
17-2023 00:31:50	485.260633240	0.001016511
17-2023 00:38:05	485.037816772	0.001103947
17-2023 00:44:19	484.842948608	0.000965016
17-2023 00:50:34	484.656913452	0.001412902
17-2023 00:56:48	484.425171509	0.001143288
17-2023 01:03:03	484.248864746	0.001105837
17-2023 01:09:17	484.040282593	0.001024023
17-2023 01:15:32	483.824597168	0.001204706
17-2023 01:21:46	483.635233765	0.000826002
17-2023 01:28:01	483.419957886	0.001120022
17-2023 01:34:15	483.202305603	0.001016420
17-2023 01:40:29	482.990307007	0.001102230
17-2023 01:46:44	482.772340698	0.001084735
17-2023 01:52:58	482.554940186	0.001086263
17-2023 01:59:13	482.336381531	0.001088078
17-2023 02:05:27	482.147922363	0.001126967
17-2023 02:11:42	481.975917969	0.001233097
17-2023 02:17:56	481.716878052	0.001162596
17-2023 02:24:11	481.496125488	0.000445270
17-2023 02:30:25	481.315410461	0.001563951
17-2023 02:36:40	481.070771179	0.001209377
17-2023 02:42:54	480.973400574	0.000855449
17-2023 02:49:09	480.676307983	0.001473200
17-2023 02:55:23	480.445112915	0.000916289
17-2023 03:01:38	480.393171692	0.001426644
17-2023 03:07:52	480.066639709	0.001341098
17-2023 03:14:07	479.924759216	0.001342296
17-2023 03:20:21	479.764493408	0.001982495
17-2023 03:26:35	479.488829041	0.000529657
17-2023 03:32:50	479.479190063	0.000279409
17-2023 03:39:04	479.572510681	0.000831917
17-2023 03:45:19	479.425983582	0.000514791
17-2023 03:51:33	479.411687927	0.000380579
17-2023 03:57:48	479.551777954	0.000159478
17-2023 04:04:02	479.442526855	0.000491971
17-2023 04:10:17	479.404091797	0.000139721
17-2023 04:16:31	479.522253418	0.000267308
17-2023 04:22:46	479.464182739	0.000394184
17-2023 04:29:00	479.405987549	0.000126210
17-2023 04:35:15	479.475004883	0.000341431
17-2023 04:41:29	479.464307861	0.000256868
17-2023 04:47:44	479.428594360	0.000038481
17-2023 04:53:58	479.443166504	0.000232969
17-2023 05:00:13	479.452250366	0.000197826
17-2023 05:06:27	479.416534424	0.000155550
17-2023 05:12:42	479.500747070	0.000281689
17-2023 05:18:56	479.432417908	0.000355554
17-2023 05:25:11	479.406631165	0.000288739
17-2023 05:31:25	479.466474609	0.000154342
17-2023 05:37:40	479.437332458	0.000232889
17-2023 05:43:54	479.425059509	0.000058008
17-2023 05:50:09	479.457265015	0.000227124
17-2023 05:56:23	479.454571228	0.025002352
17-2023 06:02:38	479.460022278	0.000926524
17-2023 06:08:52	479.446872559	0.000496664
17-2023 06:15:07	479.406770935	0.000039689
17-2023 06:21:21	479.478737488	0.000705645
17-2023 06:27:36	479.454876709	0.000562841
