16-2023 22:44:37	258.505396118	0.003317403
16-2023 22:50:52	258.644298706	0.000722128
16-2023 22:57:06	258.469022827	0.000700287
16-2023 23:03:21	258.350433960	0.000629377
16-2023 23:09:35	258.254662476	0.000308208
16-2023 23:15:49	258.183757324	0.000615227
16-2023 23:22:04	258.101184998	0.000530510
16-2023 23:28:18	258.024091797	0.000680991
16-2023 23:34:33	257.931231079	0.000138349
16-2023 23:40:47	257.841011963	0.000533030
16-2023 23:47:02	257.744654236	0.000683460
16-2023 23:53:16	257.646377869	0.000543803
16-2023 23:59:31	257.538399048	0.000679574
17-2023 00:05:45	257.439609375	0.000581799
17-2023 00:12:00	257.339115906	0.000364478
17-2023 00:18:14	257.211793213	0.000708714
17-2023 00:24:29	257.101446533	0.000680396
17-2023 00:30:43	256.996416931	0.000567057
17-2023 00:36:58	256.865597229	0.000653573
17-2023 00:43:12	256.753225403	0.000657703
17-2023 00:49:26	256.650870667	0.000649928
17-2023 00:55:41	256.515079346	0.000715047
17-2023 01:01:55	256.410511169	0.000460810
17-2023 01:08:10	256.290114136	0.000370856
17-2023 01:14:24	256.169386292	0.000818521
17-2023 01:20:39	256.053671265	0.000483612
17-2023 01:26:53	255.938438568	0.000661806
17-2023 01:33:08	255.809363098	0.000745409
17-2023 01:39:22	255.678689728	0.000694875
17-2023 01:45:37	255.546784973	0.000650902
17-2023 01:51:51	255.416897888	0.000825451
17-2023 01:58:06	255.272699890	0.000597507
17-2023 02:04:20	255.159864349	0.000555333
17-2023 02:10:35	255.092736969	0.000321260
17-2023 02:16:49	254.946732788	0.000870237
17-2023 02:23:04	254.796285706	0.000397118
17-2023 02:29:18	254.735978394	0.000839862
17-2023 02:35:32	254.559033356	0.000854476
17-2023 02:41:47	254.519918213	0.000074921
17-2023 02:48:01	254.354906769	0.001170094
17-2023 02:54:16	254.155524750	0.000758250
17-2023 03:00:30	254.193164673	0.000311548
17-2023 03:06:45	253.978293152	0.001235034
17-2023 03:12:59	253.810828400	0.000387897
17-2023 03:19:14	253.845012360	0.001110574
17-2023 03:25:28	253.609186401	0.000941688
17-2023 03:31:43	253.556164551	0.000183744
17-2023 03:37:57	253.727671051	0.000132954
17-2023 03:44:12	253.615576477	0.000749962
17-2023 03:50:26	253.543888855	0.000074001
17-2023 03:56:41	253.690615845	0.000746833
17-2023 04:02:55	253.652243652	0.000556606
17-2023 04:09:10	253.572162323	0.000097680
17-2023 04:15:24	253.642033234	0.001042194
17-2023 04:21:39	253.675337524	0.000384530
17-2023 04:27:53	253.590061951	0.000216885
